"x","y"
33.7231848991942,3572.78629759112
50.2336493791081,7927.55625719446
35.2519100962672,3904.04828556842
193.325300867204,117415.994845397
25.3327186859678,2016.10651719389
83.221274175914,21757.9810620891
132.375117084943,55050.6672392026
114.22831922397,40991.8431034822
183.195719957352,105433.960010009
77.8896829143632,19059.422807236
114.291015176568,41036.8534471102
166.328655311139,86912.856868159
12.2327340387274,470.107240011508
86.2415452534333,23365.9224878914
70.0929971737787,15434.7334658861
78.8454892437439,19530.0599947307
4.2773440554738,57.4775492782943
203.316532845143,129865.939835441
225.253393609077,159401.556579707
62.3106788715813,12197.6126723112
58.4331723002251,10726.7658758683
211.286234031199,140246.579288808
212.904894886771,142403.6645867
161.206481717061,81642.232539985
73.8696238300763,17142.7956266689
36.7360891150311,4239.70571460129
78.0086394974496,19117.6840568797
241.088668721961,182601.134017456
249.729551706929,195924.951447265
124.946043018019,49045.0166440844
214.400665682973,144411.617233781
134.369921132224,56722.3215136176
147.737650764175,68569.7001591549
48.1883326158859,7295.14068236785
120.027298987145,45259.5195043082
116.80421201,42861.4521114794
18.6922266667243,1097.67039267658
192.99916201015,117020.168563388
247.138221788919,191879.99908279
111.261352988193,38890.0540199232
62.3606792059727,12217.1961344136
58.9029408425558,10899.9330228101
74.1405472268816,17268.7716646275
21.8863157352898,1504.85686199585
14.6499148134608,674.248628010683
214.888998113805,145070.208355679
156.022425673204,76475.7815247208
140.372189579764,61903.0462536125
126.448215858778,50231.4002419518
197.140303846449,122095.797484059
210.262921519578,138891.369966502
87.0865326367784,23826.0402704479
71.8377360666636,16212.692558986
56.7508275429718,10117.9905702097
81.4456338288728,20839.413281549
197.096068935003,122041.011215095
240.740515256533,182074.13027856
39.0193002605811,4783.09301378813
242.749872029759,185126.202258261
48.435310958419,7370.11148401525
135.012774110073,57266.3620079102
186.345483615762,109090.671610313
211.051780744921,139935.503385162
234.812744813738,173218.073079659
44.5855161820073,6245.07230060786
155.654252861161,76115.2810056829
128.105116042774,51556.4280867389
45.0130417700857,6365.413131484
167.44633861375,88084.8428909983
246.897204244509,191505.925859173
53.478079326218,8984.65643875719
137.471198642859,59370.8561266383
98.2903293506242,30350.8915782653
113.045165873133,40147.0707696003
150.555617280072,71210.4614981879
126.66798174358,50406.1554334749
155.150869642617,75623.766008202
203.33678038069,129891.806852999
86.0243718291167,23248.3905458132
107.60401308164,36375.3189386908
86.9609407763928,23757.3683663376
123.314271792304,47772.3447737531
113.491248914506,40464.5414397761
225.609365212265,159905.76441629
216.662824428407,147475.091182655
33.5186342187226,3529.57570171043
32.0350448039826,3224.04091150541
97.3717484858353,29786.2486046517
219.30072152731,151088.007472788
177.035331653431,98462.2533386974
236.343468924984,175483.82167195
71.4778414226603,16050.6538948432
175.431304340716,96686.1033179317
122.467631430598,47118.6142787938
169.306944437092,90053.255267333
74.2615198846906,17325.1713972845
187.096286539221,109971.515042906
152.864430806367,73411.2737933065
126.100345832296,49955.3985258354
96.2084135988262,29078.7664755671
